id,name
DARK,Ourbit (Futures) DARK
B,OrangeX Futures B
KZORAUSDT,.KZORAUSDT
ALPINE,Bybit (Futures) ALPINE
VELVET,Bitget Futures VELVET
REZ,Orderly Network (Derivatives) REZ
AAVE,XT.COM (Derivatives) AAVE
BTC,HTX Futures BTC
SPELL,Bybit (Futures) SPELL
APEX,Bybit (Futures) APEX
GIGGLE,Bybit (Futures) GIGGLE
AURA,KCEX (Futures) AURA
ZRX,Bybit (Futures) ZRX
BAKE,Ourbit (Futures) BAKE
UB,Bybit (Futures) UB
GRT,HTX Futures GRT
TAO,HTX Futures TAO
KLAY,CoinW (Futures) KLAY
4,Bybit (Futures) 4
AMB,Bitrue (Futures) AMB
POL,Binance (Futures) POL
BSX,MEXC (Futures) BSX
RESOLV,KCEX (Futures) RESOLV
GUN,Coinbase International Exchange (Derivatives) GUN
DAM,Bybit (Futures) DAM
MINA,Coinbase International Exchange (Derivatives) MINA
XTZ,Bybit (Futures) XTZ
SUN,Bybit (Futures) SUN
CVC,BingX (Futures) CVC
BSU,Ourbit (Futures) BSU
KAS,Demex (Derivatives) KAS
VELVET,Bybit (Futures) VELVET
MASA,WEEX (Futures) MASA
RVN,gTrade (Polygon) RVN
MBOX,Binance (Futures) MBOX
USELESS,Bitget Futures USELESS
MANA,XT.COM (Derivatives) MANA
PUMP,Crypto.com Exchange (Futures) PUMP
TA,Bybit (Futures) TA
COOKIE,Coinbase International Exchange (Derivatives) COOKIE
SPK,KCEX (Futures) SPK
BTR,Bybit (Futures) BTR
NEIRO,Binance (Futures) NEIRO
WLFI,Coinbase International Exchange (Derivatives) WLFI
LRC,Bybit (Futures) LRC
ROSE,Bybit (Futures) ROSE
XPIN,Bybit (Futures) XPIN
VFY,Bybit (Futures) VFY
1000BTT,Bybit (Futures) 1000BTT
EUL,Bybit (Futures) EUL
PIEVERSE,Bybit (Futures) PIEVERSE
AI,Zoomex (Futures) AI
SLF,Bitget Futures SLF
ES,Crypto.com Exchange (Futures) ES
WAXP,BingX (Futures) WAXP
GRASS,Coinbase International Exchange (Derivatives) GRASS
4,Gate (Futures) 4
LUNA,XT.COM (Derivatives) LUNA
TRB,CoinUp.io (Futures) TRB
BIO,Bitrue (Futures) BIO
TOWNS,Bitget Futures TOWNS
SXP,OrangeX Futures SXP
GMT,HitBTC (Derivatives) GMT
EDEN,Bybit (Futures) EDEN
TRISIG,MEXC (Futures) TRISIG
1000RIZZMAS,OX.FUN 1000RIZZMAS
RECALL,Bybit (Futures) RECALL
JCT,Bybit (Futures) JCT
DAR,Ourbit (Futures) DAR
MITO,OrangeX Futures MITO
YB,OrangeX Futures YB
KBARDUSDT,.KBARDUSDT
REX,Ourbit (Futures) REX
BB,Gate (Futures) BB
BLUE,OrangeX Futures BLUE
SKY,Coinbase International Exchange (Derivatives) SKY
MGO,OrangeX Futures MGO
SAND,Bybit (Futures) SAND
CTSI,Bybit (Futures) CTSI
ZORA,Crypto.com Exchange (Futures) ZORA
MATIC,Globe (Derivatives) MATIC
FORT,KCEX (Futures) FORT
DOGS,Binance (Futures) DOGS
NAORIS,Bitget Futures NAORIS
TAC,Bybit (Futures) TAC
H,Bybit (Futures) H
AVA,gTrade (Base) AVA
AKT,Coinbase International Exchange (Derivatives) AKT
A2Z,Binance (Futures) A2Z
CLO,Bybit (Futures) CLO
NEAR,XT.COM (Derivatives) NEAR
BSU,Bybit (Futures) BSU
CHZ,XT.COM (Derivatives) CHZ
DODO,XT.COM (Derivatives) DODO
PHB,XT.COM (Derivatives) PHB
MAV,XT.COM (Derivatives) MAV
ORDI,XT.COM (Derivatives) ORDI
WIF,SpaceWhale WIF
FUR,Phemex (Futures) FUR
COW,Gate (Futures) COW
STBL,Bybit (Futures) STBL
SAMO,SpaceWhale SAMO
SOMI,Bybit (Futures) SOMI
CHESS,Bitget Futures CHESS
OBOL,CoinUp.io (Futures) OBOL
KAITO,OrangeX Futures KAITO
QUICK,Binance (Futures) QUICK
FIS,Gate (Futures) FIS
PLAY,Bitget Futures PLAY
TRUTH,Bybit (Futures) TRUTH
CTSI,XT.COM (Derivatives) CTSI
ZBT,OrangeX Futures ZBT
NIL,Coinbase International Exchange (Derivatives) NIL
AVNT,Coinbase International Exchange (Derivatives) AVNT
LIGHT,Binance (Futures) LIGHT
GRT,Fairdesk Derivatives GRT
MERL,HTX Futures MERL
VGX,Bitget Futures VGX
MEME,SpaceWhale MEME
VANA,OrangeX Futures VANA
NEWT,KCEX (Futures) NEWT
BOT,Ourbit (Futures) BOT
RARE,CoinUp.io (Futures) RARE
FLOW,Bybit (Futures) FLOW
MORPHO,Bitrue (Futures) MORPHO
ILV,Bitget Futures ILV
CHZ,HTX Futures CHZ
IMX,Bybit (Futures) IMX
AAPL,KiloEx (Base) AAPL
CKB,Bybit (Futures) CKB
ZKC,Bybit (Futures) ZKC
H,KCEX (Futures) H
WLFI,Bybit (Futures) WLFI
FXS,XT.COM (Derivatives) FXS
LAVA,WEEX (Futures) LAVA
KDOLOUSDT,.KDOLOUSDT
XTZ,XT.COM (Derivatives) XTZ
AAPLX,XT.COM (Derivatives) AAPLX
TOSHI,XT.COM (Derivatives) TOSHI
ROSE,XT.COM (Derivatives) ROSE
1000FLOKI,XT.COM (Derivatives) 1000FLOKI
SANTOS,XT.COM (Derivatives) SANTOS
ZKC,XT.COM (Derivatives) ZKC
FLUID,XT.COM (Derivatives) FLUID
ASTR,Zoomex (Futures) ASTR
SHIB,HTX Futures SHIB
ATH,Coinbase International Exchange (Derivatives) ATH
ACE,XT.COM (Derivatives) ACE
ONT,Zoomex (Futures) ONT
REDO,OX.FUN REDO
MEMECOIN1,KCEX (Futures) MEMECOIN1
OKB,KCEX (Futures) OKB
WAVES,Bybit (Futures) WAVES
SAHARA,KCEX (Futures) SAHARA
IN,Bitget Futures IN
ARIA,Bybit (Futures) ARIA
0G,Bybit (Futures) 0G
CRCLX,XT.COM (Derivatives) CRCLX
YFI,Zoomex (Futures) YFI
TRADOOR,XT.COM (Derivatives) TRADOOR
RARE,Zoomex (Futures) RARE
LINK,Zoomex (Futures) LINK
RIF,Zoomex (Futures) RIF
TRUST,Ourbit (Futures) TRUST
YGG,XT.COM (Derivatives) YGG
TSLA,KiloEx (Base) TSLA
JTO,Zoomex (Futures) JTO
KNEIROUSDT,.KNEIROUSDT
T,XT.COM (Derivatives) T
LINA,WEEX (Futures) LINA
ONT,Binance (Futures) ONT
ROSE,gTrade (Base) ROSE
SOON,Zoomex (Futures) SOON
ASTR,gTrade (Base) ASTR
ARB,Zoomex (Futures) ARB
MORPHO,Lighter MORPHO
FIDA,Binance (Futures) FIDA
PROM,XT.COM (Derivatives) PROM
DAM,MEXC (Futures) DAM
NODE,KCEX (Futures) NODE
URANUS,KCEX (Futures) URANUS
COMP,Coinbase International Exchange (Derivatives) COMP
2Z,Coinbase International Exchange (Derivatives) 2Z
COTI,Bybit (Futures) COTI
RVN,Bybit (Futures) RVN
RIF,XT.COM (Derivatives) RIF
TAC,XT.COM (Derivatives) TAC
MERL,gTrade (Base) MERL
TAKER,WEEX (Futures) TAKER
LIGHT,LBank (Futures) LIGHT
PIXEL,gTrade (Base) PIXEL
VELVET,XT.COM (Derivatives) VELVET
GIGA,Zoomex (Futures) GIGA
FUEL,MEXC (Futures) FUEL
PING,OrangeX Futures PING
DYM,Zoomex (Futures) DYM
ETC,Toobit Futures ETC
UAI,Ourbit (Futures) UAI
A2Z,KCEX (Futures) A2Z
DOGE,BTSE (Futures) DOGE
T,Coinbase International Exchange (Derivatives) T
IO,Coinbase International Exchange (Derivatives) IO
BRETT,CoinUp.io (Futures) BRETT
MEME,CoinUp.io (Futures) MEME
PTB,Bybit (Futures) PTB
AKT,Zoomex (Futures) AKT
SXT,Zoomex (Futures) SXT
EPT,Zoomex (Futures) EPT
MOG,Coinbase International Exchange (Derivatives) MOG
BERA,Coinbase International Exchange (Derivatives) BERA
TRUST,Bybit (Futures) TRUST
BEAT,Bybit (Futures) BEAT
YALA,Bitget Futures YALA
SATS,gTrade (Base) SATS
RECALL,Ourbit (Futures) RECALL
CYBER,XT.COM (Derivatives) CYBER
AAVE,Lighter AAVE
STEEM,Zoomex (Futures) STEEM
MYRO,Zoomex (Futures) MYRO
IKA,KCEX (Futures) IKA
DOGE,Fairdesk Derivatives DOGE
MMT,MEXC (Futures) MMT
ORDI,gTrade (Base) ORDI
AIO,Bybit (Futures) AIO
OKB,Bybit (Futures) OKB
C,XT.COM (Derivatives) C
SAFE,Zoomex (Futures) SAFE
CFX,Coinbase International Exchange (Derivatives) CFX
TSM,Vest Exchange TSM
SAND,Coinbase International Exchange (Derivatives) SAND
ANIME,Coinbase International Exchange (Derivatives) ANIME
DGB,Bybit (Futures) DGB
SAGA,Aevo SAGA
BULLA,BingX (Futures) BULLA
AVAIL,WEEX (Futures) AVAIL
BLUBAVAX,KCEX (Futures) BLUBAVAX
SPARK,MEXC (Futures) SPARK
RED,BYDFi (Futures) RED
COOKIE,gTrade (Base) COOKIE
ORBS,XT.COM (Derivatives) ORBS
GAIB,Ourbit (Futures) GAIB
MOODENG,CoinEx (Futures) MOODENG
PYTH,gTrade (Arbitrum) PYTH
W,HTX Futures W
MELANIA,Zoomex (Futures) MELANIA
HMSTR,Coinbase International Exchange (Derivatives) HMSTR
TON,Lighter TON
ZBT,Ourbit (Futures) ZBT
PENGU,Coinbase International Exchange (Derivatives) PENGU
HIGH,XT.COM (Derivatives) HIGH
BNB,Coinbase International Exchange (Derivatives) BNB
KSM,Bybit (Futures) KSM
GMX,Crypto.com Exchange (Futures) GMX
YGG,PrimeXBT YGG
LISTA,Zoomex (Futures) LISTA
COOK,Zoomex (Futures) COOK
GOAT,Zoomex (Futures) GOAT
THETA,Fairdesk Derivatives THETA
KAITO,Biconomy (Futures) KAITO
KYALAUSDT,.KYALAUSDT
KERNEL,Coinbase International Exchange (Derivatives) KERNEL
0G,Coinbase International Exchange (Derivatives) 0G
PUMPFUN,KCEX (Futures) PUMPFUN
KAVAXUSDT,.KAVAXUSDT
ZM,Vest Exchange ZM
ADA,Fairdesk Derivatives ADA
HBAR,Fairdesk Derivatives HBAR
ATOM,Fairdesk Derivatives ATOM
UNI,Fairdesk Derivatives UNI
KTHETAUSDT,.KTHETAUSDT
TOMA,KCEX (Futures) TOMA
SPX,BYDFi (Futures) SPX
BRETT,Vest Exchange BRETT
KGEN,Binance (Futures) KGEN
ORACLE,BingX (Futures) ORACLE
ZEN,Zoomex (Futures) ZEN
NVDA,KiloEx (Base) NVDA
BNX,BingX (Futures) BNX
CVC,Zoomex (Futures) CVC
KSM,gTrade (Base) KSM
MET,Binance (Futures) MET
GLMR,Crypto.com Exchange (Futures) GLMR
PROMPT,Coinbase International Exchange (Derivatives) PROMPT
FTM,Fairdesk Derivatives FTM
AR,Fairdesk Derivatives AR
CETUS,Zoomex (Futures) CETUS
YB,Coinbase International Exchange (Derivatives) YB
BICO,Bybit (Futures) BICO
ROP,Vest Exchange ROP
BOND,Bitget Futures BOND
HIPPO,CoinCatch Derivatives HIPPO
LSK,Zoomex (Futures) LSK
IP,Lighter IP
DEGENAI,OX.FUN DEGENAI
RARE,XT.COM (Derivatives) RARE
REI,Binance (Futures) REI
DBR,Zoomex (Futures) DBR
CYBER,Zoomex (Futures) CYBER
INSN,MEXC (Futures) INSN
MON,Paradex MON
BOB,Binance (Futures) BOB
XTZ,Coinbase International Exchange (Derivatives) XTZ
NFP,XT.COM (Derivatives) NFP
BAS,XT.COM (Derivatives) BAS
INIT,Coinbase International Exchange (Derivatives) INIT
NOM,Coinbase International Exchange (Derivatives) NOM
TRX,Bybit (Futures) TRX
XLM,Fairdesk Derivatives XLM
EGLD,Fairdesk Derivatives EGLD
NKN,Fairdesk Derivatives NKN
ZEN,Bybit (Futures) ZEN
TRB,Bybit (Futures) TRB
NEO,gTrade (Arbitrum) NEO
CAKE,GMX Perpetuals V2 (Arbitrum) CAKE
SHELL,gTrade (Base) SHELL
RESOLV,edgeX RESOLV
ASTER,Lighter ASTER
ES,KCEX (Futures) ES
RSR,Bybit (Futures) RSR
GODS,XT.COM (Derivatives) GODS
HMSTR,Binance (Futures) HMSTR
ICP,Fairdesk Derivatives ICP
SUSHI,Fairdesk Derivatives SUSHI
GIGGLE,Binance (Futures) GIGGLE
YB,Binance (Futures) YB
UMA,KCEX (Futures) UMA
BLUAI,Ourbit (Futures) BLUAI
AVNT,edgeX AVNT
KLAY,Phemex (Futures) KLAY
FIL,Fairdesk Derivatives FIL
1INCH,Fairdesk Derivatives 1INCH
OGN,Fairdesk Derivatives OGN
BMGOT,.BMGOT
MORI,KCEX (Futures) MORI
KERNEL,Zoomex (Futures) KERNEL
TAI,Zoomex (Futures) TAI
AT,OrangeX Futures AT
1000SHIB,Fairdesk Derivatives 1000SHIB
AKE,Bybit (Futures) AKE
DOT,Lighter DOT
PAXG,Coinbase International Exchange (Derivatives) PAXG
UMA,XT.COM (Derivatives) UMA
NMR,XT.COM (Derivatives) NMR
MET,Coinbase International Exchange (Derivatives) MET
CATI,Binance (Futures) CATI
BTC,Toobit Futures BTC
LYN,Binance (Futures) LYN
EUL,Binance (Futures) EUL
COMP,Fairdesk Derivatives COMP
AXS,Bybit (Futures) AXS
LDO,Bybit (Futures) LDO
XAI,XT.COM (Derivatives) XAI
SOMI,XT.COM (Derivatives) SOMI
INJ,Bybit (Futures) INJ
GHST,Binance (Futures) GHST
INJ,OKX (Futures) INJ
NAORIS,KCEX (Futures) NAORIS
ENA,edgeX ENA
GMT,HTX Futures GMT
NEAR,edgeX NEAR
KOGUSDT,.KOGUSDT
KATOMUSDT,.KATOMUSDT
KPROVEUSDT,.KPROVEUSDT
AVAX,Fairdesk Derivatives AVAX
2ZUSD,Helix (Futures) 2ZUSD
NEAR,Zoomex (Futures) NEAR
EIGEN,edgeX EIGEN
ZORA,edgeX ZORA
BTC,Fairdesk Derivatives BTC
UB,edgeX UB
ALGO,edgeX ALGO
CRO,edgeX CRO
AT,edgeX AT
ZEC,edgeX ZEC
UFT,MEXC (Futures) UFT
KAIA,PrimeXBT KAIA
NVDA,gTrade (Base) NVDA
KPROMUSDT,.KPROMUSDT
TAO,Lighter TAO
AIXBT,MEXC (Futures) AIXBT
COS,Binance (Futures) COS
LUNC,HTX Futures LUNC
GUN,Bitmart Futures GUN
SOL,Fairdesk Derivatives SOL
ACT,SpaceWhale ACT
STMX,Ourbit (Futures) STMX
OG,Bybit (Futures) OG
REZ,Binance (Futures) REZ
YFI,Fairdesk Derivatives YFI
MON,Binance (Futures) MON
TAG,Binance (Futures) TAG
ZBT,Binance (Futures) ZBT
BOBA,Bybit (Futures) BOBA
AMB,XT.COM (Derivatives) AMB
MAGIC,Bybit (Futures) MAGIC
MAV,Bybit (Futures) MAV
KAS,Bybit (Futures) KAS
MINA,Bybit (Futures) MINA
LQTY,Bybit (Futures) LQTY
WOO,WOO X (Futures) WOO
DIA,XT.COM (Derivatives) DIA
MOVR,Crypto.com Exchange (Futures) MOVR
TREE,Binance (Futures) TREE
STG,Ourbit (Futures) STG
FLAY,KCEX (Futures) FLAY
REQ,XT.COM (Derivatives) REQ
TOKEN,XT.COM (Derivatives) TOKEN
AAVE,Fairdesk Derivatives AAVE
WIF,edgeX WIF
BLUR,Fairdesk Derivatives BLUR
HOLO,edgeX HOLO
BLUR,Crypto.com Exchange (Futures) BLUR
FF,edgeX FF
MELANIA,GMX Perpetuals V2 (Arbitrum) MELANIA
C,KCEX (Futures) C
SQD,gTrade (Base) SQD
CTK,Bitrue (Futures) CTK
SXT,Coinbase International Exchange (Derivatives) SXT
LAB,Binance (Futures) LAB
DBR,OrangeX Futures DBR
TA,KCEX (Futures) TA
LTC,Fairdesk Derivatives LTC
HYPER,Flipster HYPER
MANA,Fairdesk Derivatives MANA
LOKA,Bitget Futures LOKA
BNB,Fairdesk Derivatives BNB
RVV,Ourbit (Futures) RVV
SC,XT.COM (Derivatives) SC
BAT,Fairdesk Derivatives BAT
1000SATS,XT.COM (Derivatives) 1000SATS
RONIN,gTrade (Base) RONIN
DEXE,Bybit (Futures) DEXE
ASTR,Bybit (Futures) ASTR
BLAST,Bitmart Futures BLAST
GMX,Bybit (Futures) GMX
M,KCEX (Futures) M
BTUTT30M,.BTUTT30M
GOOGLX,XT.COM (Derivatives) GOOGLX
ARK,Bybit (Futures) ARK
BNT,Bybit (Futures) BNT
UXLINK,Deepcoin (Derivatives) UXLINK
ALCH,Zoomex (Futures) ALCH
BIGTIME,Bitmart Futures BIGTIME
DGRAM,Ourbit (Futures) DGRAM
TURTLE,Binance (Futures) TURTLE
CVX,XT.COM (Derivatives) CVX
UMA,PrimeXBT UMA
ANIME,Zoomex (Futures) ANIME
ESPORTS,KCEX (Futures) ESPORTS
THETA,Bybit (Futures) THETA
STX,XT.COM (Derivatives) STX
TOWNS,Binance (Futures) TOWNS
CESS,Gate (Futures) CESS
ACH,Bybit (Futures) ACH
ZIL,Fairdesk Derivatives ZIL
MOODENG,edgeX MOODENG
1000000MOG,edgeX 1000000MOG
AUCTION,XT.COM (Derivatives) AUCTION
ALT,XT.COM (Derivatives) ALT
ALLO,Binance (Futures) ALLO
0G,edgeX 0G
CAKE,edgeX CAKE
RLC,Bybit (Futures) RLC
GLM,Bybit (Futures) GLM
USELESS,Toobit Futures USELESS
YALA,KCEX (Futures) YALA
YALA,Binance (Futures) YALA
MEME,OKX (Futures) MEME
PROVE,XT.COM (Derivatives) PROVE
RAY,edgeX RAY
APR,Ourbit (Futures) APR
PYTH,edgeX PYTH
YFI,XT.COM (Derivatives) YFI
STX,MEXC (Futures) STX
API3,Zoomex (Futures) API3
MYX,Bybit (Futures) MYX
GMT,Fairdesk Derivatives GMT
BSU,KCEX (Futures) BSU
AUDIO,Zoomex (Futures) AUDIO
PROM,Bybit (Futures) PROM
RIVER,Kraken (Futures) RIVER
TON,Crypto.com Exchange (Futures) TON
SUPER,Toobit Futures SUPER
STRK,Toobit Futures STRK
PYR,MEXC (Futures) PYR
BLUAI,OrangeX Futures BLUAI
COW,Zoomex (Futures) COW
HMSTR,Crypto.com Exchange (Futures) HMSTR
SAPIEN,Binance (Futures) SAPIEN
ONT,LBank (Futures) ONT
BEL,XT.COM (Derivatives) BEL
AERO,Zoomex (Futures) AERO
ICX,Zoomex (Futures) ICX
LINEA,edgeX LINEA
W,Crypto.com Exchange (Futures) W
SCRT,dYdX Chain SCRT
PROVE,KCEX (Futures) PROVE
ILV,XT.COM (Derivatives) ILV
MYX,Ourbit (Futures) MYX
K,OrangeX Futures K
FLUID,edgeX FLUID
TAC,BloFin (Futures) TAC
SSV,XT.COM (Derivatives) SSV
CATI,MEXC (Futures) CATI
BNILT30M,.BNILT30M
ADA,Zoomex (Futures) ADA
XMR,Synthetix Exchange XMR
ZRX,gTrade (Arbitrum) ZRX
FARTCOIN,Coinbase International Exchange (Derivatives) FARTCOIN
AVA,gTrade (Arbitrum) AVA
ALGO,GMX Perpetuals V2 (Arbitrum) ALGO
PLANCK,OrangeX Futures PLANCK
KSOLUSDT,.KSOLUSDT
NKN,Zoomex (Futures) NKN
RUNE,Fairdesk Derivatives RUNE
RAD,Crypto.com Exchange (Futures) RAD
HIGH,CoinUp.io (Futures) HIGH
AMB,Ourbit (Futures) AMB
SYS,MEXC (Futures) SYS
ASR,Ourbit (Futures) ASR
FORTH,Crypto.com Exchange (Futures) FORTH
BB,Binance (Futures) BB
MOODENG,HashKey Global (Futures) MOODENG
MERL,gTrade (Arbitrum) MERL
AVAX,Equation AVAX
FIL,Stormgain Futures FIL
SUPER,Zoomex (Futures) SUPER
TRU,XT.COM (Derivatives) TRU
OP,Synthetix Exchange OP
PIXEL,Crypto.com Exchange (Futures) PIXEL
BMT,Zoomex (Futures) BMT
CUDIS,Binance (Futures) CUDIS
GTC,XT.COM (Derivatives) GTC
TEL,MEXC (Futures) TEL
LAYER,Paradex LAYER
ORDER,Crypto.com Exchange (Futures) ORDER
CETUS,XT.COM (Derivatives) CETUS
AWE,Zoomex (Futures) AWE
DASH,Orderly (Derivatives) DASH
MVL,Bybit (Futures) MVL
TNSR,Zoomex (Futures) TNSR
LISTA,Binance (Futures) LISTA
DYDX,GMX Perpetuals V2 (Arbitrum) DYDX
XLM,edgeX XLM
NEAR,Fairdesk Derivatives NEAR
COMMON,Ourbit (Futures) COMMON
UMA,Coinbase International Exchange (Derivatives) UMA
NFP,WOO X (Futures) NFP
ZK,Crypto.com Exchange (Futures) ZK
NS,Zoomex (Futures) NS
SPK,Zoomex (Futures) SPK
PNUT,Crypto.com Exchange (Futures) PNUT
FARTCOIN,MEXC (Futures) FARTCOIN
RAY,Crypto.com Exchange (Futures) RAY
TROY,dYdX Chain TROY
P,Gate (Futures) P
FORTH,Zoomex (Futures) FORTH
BAND,BYDFi (Futures) BAND
CFG,WEEX (Futures) CFG
XRP,Fairdesk Derivatives XRP
ALU,Zoomex (Futures) ALU
M,XT.COM (Derivatives) M
FWOG,Crypto.com Exchange (Futures) FWOG
MS,Vest Exchange MS
PUMP,Coinbase International Exchange (Derivatives) PUMP
WIF,Zoomex (Futures) WIF
IO,Crypto.com Exchange (Futures) IO
ARPA,Bybit (Futures) ARPA
CHILLGUY,Crypto.com Exchange (Futures) CHILLGUY
ARB,Bybit (Futures) ARB
ASTER,Bitmart Futures ASTER
FF,Binance (Futures) FF
ARIA,Zoomex (Futures) ARIA
KRVNUSDT,.KRVNUSDT
NEWT,Zoomex (Futures) NEWT
2Z,Crypto.com Exchange (Futures) 2Z
ARB,BYDFi (Futures) ARB
ACT,Crypto.com Exchange (Futures) ACT
DENT,Ourbit (Futures) DENT
DUSK,Zoomex (Futures) DUSK
CC,Binance (Futures) CC
WLD,Crypto.com Exchange (Futures) WLD
BELIEVE,Ourbit (Futures) BELIEVE
PEOPLE,Flipster PEOPLE
AXS,HTX Futures AXS
BULLA,MEXC (Futures) BULLA
LPT,XT.COM (Derivatives) LPT
ID,XT.COM (Derivatives) ID
WAXP,Bitmart Futures WAXP
PUFFER,HTX Futures PUFFER
X,HTX Futures X
TIA,ApeX Pro TIA
SIGN,gTrade (Arbitrum) SIGN
SPK,Coinbase International Exchange (Derivatives) SPK
RENDER,Binance (Futures) RENDER
CEL,Gate.io (Futures) CEL
PARTI,Bitrue (Futures) PARTI
SAPIEN,Toobit Futures SAPIEN
ALT,HTX Futures ALT
GLMR,Zoomex (Futures) GLMR
FF,Orderly (Derivatives) FF
EGLD,WOO X (Futures) EGLD
BCH,gTrade (Base) BCH
ZRC,LeveX (Futures) ZRC
ID,Toobit Futures ID
XAN,Crypto.com Exchange (Futures) XAN
GIGGLE,Orderly (Derivatives) GIGGLE
MOODENG,Crypto.com Exchange (Futures) MOODENG
SCR,HTX Futures SCR
JUP,edgeX JUP
ZEC,Orderly (Derivatives) ZEC
PAXG,BYDFi (Futures) PAXG
REN,Ourbit (Futures) REN
ETC,gTrade (Base) ETC
BANANA,Binance (Futures) BANANA
PENGU,Crypto.com Exchange (Futures) PENGU
CTSI,Zoomex (Futures) CTSI
SKY,Bybit (Futures) SKY
GOAT,Crypto.com Exchange (Futures) GOAT
RECALL,Binance (Futures) RECALL
SUI,edgeX SUI
AAVE,edgeX AAVE
MNT,edgeX MNT
MMT,edgeX MMT
SYS,Bitmart Futures SYS
BOME,gTrade (Arbitrum) BOME
BOND,Ourbit (Futures) BOND
MOVE,Crypto.com Exchange (Futures) MOVE
TRB,RabbitX TRB
SHIB1000,Zoomex (Futures) SHIB1000
BMT,BYDFi (Futures) BMT
LA,Zoomex (Futures) LA
RIVER,Binance (Futures) RIVER
MIGGLES,MEXC (Futures) MIGGLES
LRC,MEXC (Futures) LRC
TRB,Paradex TRB
DRIFT,Crypto.com Exchange (Futures) DRIFT
MON,Crypto.com Exchange (Futures) MON
BARBT,.BARBT
ORDI,edgeX ORDI
BAKE,HTX Futures BAKE
F,BYDFi (Futures) F
ASTR,XT.COM (Derivatives) ASTR
RARE,Binance (Futures) RARE
TOSHI,Crypto.com Exchange (Futures) TOSHI
ZRO,Crypto.com Exchange (Futures) ZRO
TOWNS,Coinbase International Exchange (Derivatives) TOWNS
42,Binance (Futures) 42
ICP,Zoomex (Futures) ICP
AIOZ,KCEX (Futures) AIOZ
STEEM,XT.COM (Derivatives) STEEM
BTC,Zoomex (Futures) BTC
KSHIBUSDT,.KSHIBUSDT
B2,Zoomex (Futures) B2
SAPIEN,XT.COM (Derivatives) SAPIEN
SAPIEN,Crypto.com Exchange (Futures) SAPIEN
STMX,Binance (Futures) STMX
ICX,Bybit (Futures) ICX
YFI,Bybit (Futures) YFI
GLQ,MEXC (Futures) GLQ
VOXEL,Binance (Futures) VOXEL
TAC,BYDFi (Futures) TAC
NFT,WEEX (Futures) NFT
L3,Bybit (Futures) L3
SHIB,HashKey Global (Futures) SHIB
OM,Crypto.com Exchange (Futures) OM
VVV,LBank (Futures) VVV
ACH,XT.COM (Derivatives) ACH
KAITO,Helix (Futures) KAITO
PNUT,LBank (Futures) PNUT
CARV,Toobit Futures CARV
KDYMUSDT,.KDYMUSDT
ETH,HTX Futures ETH
AIO,XT.COM (Derivatives) AIO
RVV,Binance (Futures) RVV
TRUST,Crypto.com Exchange (Futures) TRUST
ELX,KCEX (Futures) ELX
ALLO,Ourbit (Futures) ALLO
VET,Toobit Futures VET
XLM,BYDFi (Futures) XLM
XCN,XT.COM (Derivatives) XCN
DBR,Bybit (Futures) DBR
APU1000,RabbitX APU1000
PEPE,HashKey Global (Futures) PEPE
AIXBT,Crypto.com Exchange (Futures) AIXBT
SYS,Binance (Futures) SYS
IDEX,XT.COM (Derivatives) IDEX
SNX,Bybit (Futures) SNX
KPIXELUSDT,.KPIXELUSDT
TRB,WOO X (Futures) TRB
ZRO,XT.COM (Derivatives) ZRO
PRCL,XT.COM (Derivatives) PRCL
10000ELON,Zoomex (Futures) 10000ELON
ON,Binance (Futures) ON
CVX,Bybit (Futures) CVX
PHB,Bybit (Futures) PHB
PLAYSOLANA,Ourbit (Futures) PLAYSOLANA
RUNE,Biconomy (Futures) RUNE
DBR,XT.COM (Derivatives) DBR
PNUT,XT.COM (Derivatives) PNUT
XEM,Binance (Futures) XEM
ZEUS,XT.COM (Derivatives) ZEUS
PLAY,XT.COM (Derivatives) PLAY
JASON,OX.FUN JASON
LA,BYDFi (Futures) LA
CATI,HTX Futures CATI
FTM,Bitget Futures FTM
CTC,XT.COM (Derivatives) CTC
YFI,Toobit Futures YFI
ICP,Toobit Futures ICP
EDU,XT.COM (Derivatives) EDU
PIEVERSE,Ourbit (Futures) PIEVERSE
PERP,KCEX (Futures) PERP
BTR,XT.COM (Derivatives) BTR
BLUAI,Binance (Futures) BLUAI
ONT,WOO X (Futures) ONT
CHESS,KCEX (Futures) CHESS
ICP,gTrade (Base) ICP
JELLYJELLY,Zoomex (Futures) JELLYJELLY
DUSK,Bybit (Futures) DUSK
LUNA2,Bybit (Futures) LUNA2
APT,gTrade (Base) APT
KSTRKUSDT,.KSTRKUSDT
TRUMP,gTrade (Base) TRUMP
FORM,gTrade (Base) FORM
WLFI,gTrade (Base) WLFI
REN,Globe (Derivatives) REN
ENA-PERP,Vertex Edge (Base) ENA-PERP
C,BYDFi (Futures) C
ATH,Helix (Futures) ATH
KNC,Crypto.com Exchange (Futures) KNC
MYX,EVEDEX MYX
SAHARA,Zoomex (Futures) SAHARA
XNO,XT.COM (Derivatives) XNO
1000PEPE,XT.COM (Derivatives) 1000PEPE
HOME,Zoomex (Futures) HOME
LUMIA,XT.COM (Derivatives) LUMIA
KSOLUSD,.KSOLUSD
1KMON,Drift Protocol 1KMON
PEOPLE,Zoomex (Futures) PEOPLE
BOME,Toobit Futures BOME
ON,edgeX ON
